gene_name,gene_id_x,transcript_id,exon_coverage,CDS_coverage,start,end,nucleotide_count,variant_count
HIBADH,ENSG00000106049,ENST00000265395,41,45,27565061,27702614,137554,294
CYTH3,ENSG00000008256,ENST00000350796,48,60,6201407,6312275,110869,294
SPECC1L,ENSG00000100014,ENST00000314328,71,81,24666808,24813708,146901,292
PDS5B,ENSG00000083642,ENST00000315596,43,48,33160564,33352157,191594,290
MTOR,ENSG00000198793,ENST00000361445,56,66,11166592,11322564,155973,289
BCAS3,ENSG00000141376,ENST00000390652,47,57,58755250,59470199,714950,288
PRKCA,ENSG00000154229,ENST00000413366,40,56,64298944,64806861,507918,288
GALNT18,ENSG00000110328,ENST00000227756,41,61,11292423,11643552,351130,287
FBN1,ENSG00000166147,ENST00000316623,79,84,48700503,48938046,237544,287
MUC19,ENSG00000205592,ENST00000454784,23,26,40787197,40964562,177366,287
ARHGAP12,ENSG00000165322,ENST00000344936,45,51,32095234,32217735,122502,287
ADAMTSL1,ENSG00000178031,ENST00000380548,49,57,18473892,18910948,437057,285
DOCK7,ENSG00000116641,ENST00000340370,49,50,62920569,63153953,233385,285
FREM2,ENSG00000150893,ENST00000280481,68,84,39261266,39460074,198809,284
TAF3,ENSG00000165632,ENST00000344293,40,52,7860467,8058590,198124,284
PCED1B,ENSG00000179715,ENST00000546455,5,55,47473386,47630443,157058,284
LPIN1,ENSG00000134324,ENST00000449576,60,76,11817721,11965013,147293,283
ANGPT4,ENSG00000101280,ENST00000381922,44,48,853296,896960,43665,282
CHID1,ENSG00000177830,ENST00000454838,56,62,867860,904923,37064,281
ARMC4,ENSG00000169126,ENST00000305242,44,54,28101097,28287977,186881,280
UBE4B,ENSG00000130939,ENST00000343090,56,62,10093654,10241297,147644,280
HMBOX1,ENSG00000147421,ENST00000397358,48,59,28747921,28910787,162867,279
BMP6,ENSG00000153162,ENST00000283147,60,72,7727030,7881655,154626,279
CRYL1,ENSG00000165475,ENST00000298248,42,55,20977806,21099996,122191,279
OSBPL10,ENSG00000144645,ENST00000396556,35,62,31699382,32022794,323413,278
STAC,ENSG00000144681,ENST00000273183,44,51,36421836,36589499,167664,277
SETD2,ENSG00000181555,ENST00000409792,58,60,47058179,47205457,147279,277
MID1,ENSG00000101871,ENST00000317552,60,72,10413350,10588674,175325,276
ELMO1,ENSG00000155849,ENST00000310758,47,59,36893966,37488852,594887,274
JARID2,ENSG00000008083,ENST00000341776,52,61,15246527,15522252,275726,274
FAM19A5,ENSG00000219438,ENST00000402357,25,44,48885272,49146635,261364,274
GRXCR1,ENSG00000215203,ENST00000399770,79,85,42895284,43032675,137392,274
NUP98,ENSG00000110713,ENST00000324932,55,61,3696240,3819022,122783,274
HERC1,ENSG00000103657,ENST00000443617,49,53,63900817,64126087,225271,273
MICAL2,ENSG00000133816,ENST00000256194,54,66,12132138,12285332,153195,273
NLK,ENSG00000087095,ENST00000407008,28,41,26369182,26523407,154226,272
MARCHF8,ENSG00000165406,ENST00000395771,36,55,45952817,46090354,137538,272
MAST2,ENSG00000086015,ENST00000361297,59,62,46269285,46501796,232512,271
SLC2A9,ENSG00000109667,ENST00000264784,63,72,9827848,10023107,195260,271
MTUS1,ENSG00000129422,ENST00000262102,51,59,17501313,17658177,156865,271
CACNB2,ENSG00000165995,ENST00000324631,69,80,18429606,18830056,400451,270
TTBK2,ENSG00000128881,ENST00000267890,62,79,43030932,43212677,181746,270
ZFYVE9,ENSG00000157077,ENST00000287727,43,58,52608046,52812357,204312,269
NKAIN3,ENSG00000185942,ENST00000523211,28,38,63161501,63912211,750711,268
UNC13B,ENSG00000198722,ENST00000378495,66,68,35162059,35405335,243277,268
DGKH,ENSG00000102780,ENST00000337343,50,53,42622889,42803886,180998,268
SCUBE1,ENSG00000159307,ENST00000360835,42,60,43593289,43739394,146106,268
ABCC9,ENSG00000069431,ENST00000261200,72,74,21950335,22089608,139274,268
C16orf62,ENSG00000103544,ENST00000438132,53,55,19566737,19712446,145710,267
TMEM241,ENSG00000134490,ENST00000383233,44,47,20875981,21017869,141889,267
KAZN,ENSG00000189337,ENST00000376030,44,55,14925200,15444539,519340,266
WDR37,ENSG00000047056,ENST00000358220,48,57,1095478,1178237,82760,266
CDH8,ENSG00000150394,ENST00000577390,43,60,61681146,62070739,389594,265
CELSR1,ENSG00000075275,ENST00000262738,47,52,46756731,46933067,176337,265
RMDN2,ENSG00000115841,ENST00000234195,49,59,38177606,38294280,116675,265
TMC5,ENSG00000103534,ENST00000396229,58,66,19422057,19510435,88379,265
NXPH1,ENSG00000122584,ENST00000405863,35,81,8473585,8792593,319009,264
MPP7,ENSG00000150054,ENST00000337532,51,58,28339922,28569071,229150,264
MBOAT2,ENSG00000143797,ENST00000305997,41,42,8992820,9143942,151123,264
FSIP1,ENSG00000150667,ENST00000350221,39,52,39892232,40075031,182800,263
KIF1B,ENSG00000054523,ENST00000263934,75,80,10270863,10437995,167133,263
IGF2BP3,ENSG00000136231,ENST00000258729,44,60,23349828,23510086,160259,263
DOCK5,ENSG00000147459,ENST00000276440,43,44,25042380,25273232,230853,262
RCAN2,ENSG00000172348,ENST00000371374,30,49,46188475,46459099,270625,260
ST3GAL3,ENSG00000126091,ENST00000262915,82,93,44173218,44396830,223613,260
CSGALNACT1,ENSG00000147408,ENST00000454498,57,87,19261672,19460006,198335,260
STARD13,ENSG00000133121,ENST00000336934,13,67,33677272,33859892,182621,260
C2orf43,ENSG00000118961,ENST00000237822,51,64,20884818,21022874,138057,259
ADCY2,ENSG00000078295,ENST00000338316,48,55,7396321,7830194,433874,258
ARID2,ENSG00000189079,ENST00000334344,49,55,46123448,46301823,178376,258
ERC2,ENSG00000187672,ENST00000288221,35,55,55542336,56502391,960056,257
PDS5A,ENSG00000121892,ENST00000303538,34,40,39824483,39979576,155094,257
NFIA,ENSG00000162599,ENST00000371189,50,58,61547534,61921234,373701,256
PLEKHA7,ENSG00000166689,ENST00000355661,57,63,16809031,17035959,226929,256
MTA3,ENSG00000057935,ENST00000407270,35,37,42795657,42936684,141028,256
DIP2B,ENSG00000066084,ENST00000301180,56,61,50898890,51142450,243561,255
FAR2,ENSG00000064763,ENST00000536681,40,56,29302133,29488549,186417,255
OSBPL3,ENSG00000070882,ENST00000313367,55,60,24836158,25019807,183650,255
UTY,ENSG00000183878,ENST00000331397,15,16,15360259,15592553,232295,254
PRMT3,ENSG00000185238,ENST00000331079,48,50,20409076,20530799,121724,254
SGCG,ENSG00000102683,ENST00000218867,51,75,23755091,23899304,144214,253
RAI1,ENSG00000108557,ENST00000353383,26,60,17584787,17714767,129981,253
EFCAB4B,ENSG00000130038,ENST00000440314,41,55,3724494,3862268,137775,252
SBNO2,ENSG00000064932,ENST00000361757,37,38,1107636,1174282,66647,252
ASMTL,ENSG00000169093,ENST00000381317,62,69,1522034,1571766,49733,252
SPIRE1,ENSG00000134278,ENST00000409402,51,57,12446511,12658133,211623,250
YWHAE,ENSG00000108953,ENST00000264335,40,61,1247566,1303672,56107,250
HIVEP3,ENSG00000127124,ENST00000372583,34,68,41972036,42384169,412134,249
TBC1D19,ENSG00000109680,ENST00000264866,40,43,26585538,26756973,171436,249
MAP2K4,ENSG00000065559,ENST00000353533,50,44,11924141,12047140,123000,249
SLCO1B3,ENSG00000111700,ENST00000381545,44,48,20963660,21069658,105999,248
NXN,ENSG00000167693,ENST00000336868,37,50,702553,883010,180458,247
PRKCQ,ENSG00000065675,ENST00000263125,62,69,6469105,6622263,153159,247
CLASP2,ENSG00000163539,ENST00000468888,38,41,33537737,33759541,221805,246
CCDC88A,ENSG00000115355,ENST00000336838,44,50,55514978,55646749,131772,246
LDLRAD3,ENSG00000179241,ENST00000315571,37,53,35965628,36253686,288059,245
CLNK,ENSG00000109684,ENST00000226951,36,43,10488019,10686489,198471,245
DEPDC5,ENSG00000100150,ENST00000382112,59,62,32150838,32302991,152154,245
ADAP1,ENSG00000105963,ENST00000265846,46,50,937540,994333,56794,245
KIAA1328,ENSG00000150477,ENST00000280020,31,39,34409080,34805287,396208,244
RPA3-AS1,ENSG00000219545,ENST00000406829,21,34,7811992,7918854,106863,244
AMBRA1,ENSG00000110497,ENST00000314845,47,55,46417964,46612914,194951,243
PHF14,ENSG00000106443,ENST00000403050,30,35,11013499,11143282,129784,243
CASZ1,ENSG00000130940,ENST00000377022,43,56,10696661,10856705,160045,242
IFT88,ENSG00000032742,ENST00000319980,39,43,21141277,21265503,124227,242
MAPK1,ENSG00000100030,ENST00000215832,42,48,22108789,22221919,113131,242
NRIP1,ENSG00000180530,ENST00000400202,7,67,16333556,16437321,103766,242
STK31,ENSG00000196335,ENST00000355870,47,51,23749786,23872132,122347,241
ADAMTS6,ENSG00000049192,ENST00000381055,48,55,64444563,64777747,333185,240
ITFG1,ENSG00000129636,ENST00000320640,37,45,47188298,47495185,306888,240
PDE4D,ENSG00000113448,ENST00000340635,36,40,58264865,59189625,924761,239
ATP8B1,ENSG00000081923,ENST00000536015,62,77,55313661,55470327,156667,239
CPPED1,ENSG00000103381,ENST00000381774,20,49,12756919,12897874,140956,239
ZFYVE28,ENSG00000159733,ENST00000290974,36,50,2271325,2420390,149066,238
PRDM16,ENSG00000142611,ENST00000270722,53,58,2985775,3355185,369411,237
RTN1,ENSG00000139970,ENST00000267484,44,55,60062695,60337684,274990,237
PRKDC,ENSG00000253729,ENST00000314191,42,43,48685669,48872743,187075,237
WASF3,ENSG00000132970,ENST00000335327,32,57,27131887,27263085,131199,236
EFCAB5,ENSG00000176927,ENST00000394835,39,44,28268623,28435470,166848,235
PTK2B,ENSG00000120899,ENST00000397501,58,69,27168999,27316903,147905,235
ANO10,ENSG00000160746,ENST00000292246,55,67,43407340,43663560,256221,234
RASSF8,ENSG00000123094,ENST00000405154,36,71,26111991,26225802,113812,234
FGGY,ENSG00000172456,ENST00000371218,44,52,59762653,60228396,465744,233
PIK3C2G,ENSG00000139144,ENST00000433979,35,38,18414474,18801348,386875,232
USP24,ENSG00000162402,ENST00000294383,38,40,55532032,55680786,148755,232
STK4,ENSG00000101109,ENST00000372806,40,49,43595115,43708600,113486,232
TRIP13,ENSG00000071539,ENST00000166345,49,54,892758,918235,25478,232
PPFIBP1,ENSG00000110841,ENST00000318304,47,55,27677139,27848497,171359,231
PHF16,ENSG00000102221,ENST00000218343,38,43,46771868,46920640,148773,231
TSPAN9,ENSG00000011105,ENST00000011898,42,61,3186543,3395724,209182,230
ABCC1,ENSG00000103222,ENST00000399410,59,60,16043434,16236919,193486,230
RALGAPA1,ENSG00000174373,ENST00000307138,39,42,36007558,36278510,270953,229
TRPM1,ENSG00000134160,ENST00000542188,80,85,31293553,31453476,159924,229
HSPG2,ENSG00000142798,ENST00000374695,70,74,22148738,22263790,115053,229
PDZRN4,ENSG00000165966,ENST00000402685,39,54,41582250,41967920,385671,228
NDUFAF2,ENSG00000164182,ENST00000296597,45,54,60240956,60448853,207898,228
SHROOM2,ENSG00000146950,ENST00000380913,25,34,9754496,9917483,162988,228
HCRTR2,ENSG00000137252,ENST00000370862,65,75,55039050,55147418,108369,228
COBL,ENSG00000106078,ENST00000265136,45,52,51083909,51384496,300588,227
ATAD2B,ENSG00000119778,ENST00000238789,30,35,23971534,24149984,178451,227
HERC2,ENSG00000128731,ENST00000261609,55,60,28356186,28567298,211113,226
CPVL,ENSG00000106066,ENST00000409850,33,56,29035253,29234892,199640,226
WDFY2,ENSG00000139668,ENST00000298125,36,55,52158644,52336171,177528,226
NFIC,ENSG00000141905,ENST00000443272,50,54,3366584,3462905,96322,226
KDM4C,ENSG00000107077,ENST00000381309,48,55,6757656,7175648,417993,225
ST8SIA1,ENSG00000111728,ENST00000396037,42,58,22346325,22487648,141324,225
LDLRAD4,ENSG00000168675,ENST00000361205,20,62,13218786,13652753,433968,224
SLC25A21,ENSG00000183032,ENST00000331299,29,43,37148494,37642071,493578,223
CUBN,ENSG00000107611,ENST00000377833,76,78,16865963,17171830,305868,223
AOAH,ENSG00000136250,ENST00000258749,52,58,36552607,36764153,211547,223
CTNNBL1,ENSG00000132792,ENST00000361383,52,61,36322408,36500531,178124,223
UNKL,ENSG00000059145,ENST00000389221,27,31,1413206,1464692,51487,223
PARVB,ENSG00000188677,ENST00000406477,51,62,44395091,44564803,169713,222
PARVA,ENSG00000197702,ENST00000334956,49,56,12398732,12552348,153617,222
PAN3,ENSG00000152520,ENST00000380958,50,53,28712643,28866676,154034,221
NCOA3,ENSG00000124151,ENST00000371998,54,62,46130671,46282363,151693,221
CD2AP,ENSG00000198087,ENST00000359314,52,65,47445525,47594999,149475,221
NNT,ENSG00000112992,ENST00000264663,48,59,43602825,43707507,104683,221
MYH11,ENSG00000133392,ENST00000396324,81,87,15797029,15950868,153840,220
USP48,ENSG00000090686,ENST00000308271,46,52,22005072,22110099,105028,220
PPP5D1,ENSG00000230510,ENST00000414155,15,22,47021936,47104457,82522,220
BRD9,ENSG00000028310,ENST00000467963,49,54,864388,892939,28552,220
SORCS2,ENSG00000184985,ENST00000507866,38,44,7194265,7744554,550290,219
ATRN,ENSG00000088812,ENST00000262919,55,58,3451687,3631769,180083,219
PLB1,ENSG00000163803,ENST00000327757,60,61,28718938,28866613,147676,219
RALY,ENSG00000125970,ENST00000246194,38,59,32581528,32668077,86550,219
MIPOL1,ENSG00000151338,ENST00000327441,34,48,37667155,38021566,354412,218
XKR6,ENSG00000171044,ENST00000416569,19,44,10754033,11058875,304843,218
SIPA1L3,ENSG00000105738,ENST00000222345,33,45,38397868,38699012,301145,218
WDR72,ENSG00000166415,ENST00000396328,68,78,53805938,54055075,249138,218
ABLIM2,ENSG00000163995,ENST00000447017,50,53,7967773,8160436,192664,218
FAM184B,ENSG00000047662,ENST00000265018,27,33,17630929,17783135,152207,218
MYO9B,ENSG00000099331,ENST00000595618,45,48,17186591,17324104,137514,218
MLIP,ENSG00000146147,ENST00000274897,34,49,53883714,54131078,247365,217
CLIC5,ENSG00000112782,ENST00000185206,30,54,45869498,46048132,178635,216
HUNK,ENSG00000142149,ENST00000270112,52,57,33245628,33376377,130750,216
SEPTIN7,ENSG00000122545,ENST00000399034,32,35,35840627,35944915,104289,214
MPPED1,ENSG00000186732,ENST00000417669,41,59,43807202,43903728,96527,214
FAM134B,ENSG00000154153,ENST00000306320,50,64,16473163,16617167,144005,213
HPCAL1,ENSG00000115756,ENST00000381765,24,62,10443826,10567743,123918,213
AVL9,ENSG00000105778,ENST00000318709,40,48,32535101,32628333,93233,213
SLC15A5,ENSG00000188991,ENST00000344941,28,30,16341419,16430619,89201,213
RP11-362K2.2,ENSG00000258231,ENST00000546977,7,24,58937907,59206842,268936,212
NEBL,ENSG00000078114,ENST00000377122,66,74,21068902,21186531,117630,212
MUC5B,ENSG00000117983,ENST00000529681,47,47,1244296,1283402,39107,212
FHOD3,ENSG00000134775,ENST00000257209,50,54,33877677,34360018,482342,211
CTDSPL,ENSG00000144677,ENST00000273179,41,47,37903665,38025960,122296,211
TEK,ENSG00000120156,ENST00000380036,79,87,27109147,27230173,121027,211
SLC13A3,ENSG00000158296,ENST00000279027,49,51,45186472,45280079,93608,211
DNAH5,ENSG00000039139,ENST00000265104,73,78,13690440,13944652,254213,210
IPO11,ENSG00000086200,ENST00000409296,40,45,61714711,61923531,208821,210
CXorf30,ENSG00000205081,ENST00000378657,15,17,36254051,36403431,149381,210
PIWIL2,ENSG00000197181,ENST00000356766,54,59,22132810,22215076,82267,210
CCDC169-SOHLH2,ENSG00000250709,ENST00000511166,34,39,36742931,36871979,129049,209
SOHLH2,ENSG00000120669,ENST00000554962,34,39,36742931,36871979,129049,209
CLTCL1,ENSG00000070371,ENST00000263200,55,57,19166986,19279237,112252,209
SNPH,ENSG00000101298,ENST00000381873,20,36,1246960,1289972,43013,209
ATG7,ENSG00000197548,ENST00000354449,49,60,11314102,11599139,285038,208
KANSL1,ENSG00000120071,ENST00000262419,50,57,44107322,44270166,162845,208
TAOK1,ENSG00000160551,ENST00000261716,43,54,27717618,27878922,161305,208
RAB31,ENSG00000168461,ENST00000578921,22,32,9708162,9862548,154387,208
HS3ST2,ENSG00000122254,ENST00000261374,26,53,22825498,22927659,102162,208
FOXJ3,ENSG00000198815,ENST00000372572,47,56,42642210,42800636,158427,207
CCDC7,ENSG00000216937,ENST00000362006,33,37,32735068,32863492,128425,207
ZHX3,ENSG00000174306,ENST00000309060,14,57,39807088,39928718,121631,207
OTOG,ENSG00000188162,ENST00000399391,33,33,17568920,17667491,98572,207
EPHB2,ENSG00000133216,ENST00000374632,73,76,23037463,23240763,203301,206
PROM1,ENSG00000007062,ENST00000510224,36,42,15969857,16085324,115468,206
SMARCA4,ENSG00000127616,ENST00000429416,74,79,11071677,11172958,101282,206
RP1-66C13.4,ENSG00000266202,ENST00000582441,19,30,26125832,26220391,94560,206
OXSR1,ENSG00000172939,ENST00000311806,46,51,38206996,38296979,89984,206
APBB1IP,ENSG00000077420,ENST00000376236,40,58,26727132,26856732,129601,205
PIAS2,ENSG00000078043,ENST00000585916,42,46,44388353,44497308,108956,205
FUT10,ENSG00000172728,ENST00000327671,37,65,33228342,33330940,102599,205
APBA2,ENSG00000034053,ENST00000558402,53,82,29131120,29410518,279399,204
ACYP2,ENSG00000170634,ENST00000394666,26,34,54342641,54532437,189797,204
ITCH,ENSG00000078747,ENST00000262650,62,72,32951118,33095840,144723,204
STRN3,ENSG00000196792,ENST00000357479,42,51,31364409,31495588,131180,204
MPP6,ENSG00000105926,ENST00000222644,43,52,24612965,24733812,120848,204
NRP1,ENSG00000099250,ENST00000265371,55,61,33466420,33625190,158771,203
NPHP4,ENSG00000131697,ENST00000378156,46,50,5922878,6052531,129654,203
GHR,ENSG00000112964,ENST00000230882,58,76,42423879,42721979,298101,202
EPB41,ENSG00000159023,ENST00000343067,67,75,29213603,29446532,232930,202
ZNRF3,ENSG00000183579,ENST00000544604,42,56,29279580,29453475,173896,202
GPR125,ENSG00000152990,ENST00000334304,53,57,22389007,22517677,128671,202
FERMT2,ENSG00000073712,ENST00000343279,50,56,53323993,53417815,93823,202
CRAMP1L,ENSG00000007545,ENST00000397412,49,50,1662326,1727909,65584,202
ASB3,ENSG00000270898,ENST00000406625,46,55,53897430,54087297,189868,201
GPR75-ASB3,ENSG00000115239,ENST00000352846,47,55,53897456,54087170,189715,201
RARB,ENSG00000077092,ENST00000330688,53,61,25469802,25639423,169622,201
PLEKHH2,ENSG00000152527,ENST00000282406,46,49,43864412,43995126,130715,201
LRRC4C,ENSG00000148948,ENST00000278198,27,76,40135753,40315664,179912,200
MAPT,ENSG00000186868,ENST00000344290,64,75,43971748,44105700,133953,200
PPM1H,ENSG00000111110,ENST00000228705,33,44,63037762,63328817,291056,199
GABRA2,ENSG00000151834,ENST00000510861,46,56,46250444,46477247,226804,199
RSU1,ENSG00000148484,ENST00000377921,46,59,16632610,16859382,226773,199
LRCH1,ENSG00000136141,ENST00000389797,51,54,47127395,47316868,189474,199
AGO3,ENSG00000126070,ENST00000373191,44,52,36396679,36538101,141423,199
BRSK2,ENSG00000174672,ENST00000382179,48,49,1432382,1482975,50594,199
SPIDR,ENSG00000164808,ENST00000297423,44,44,48173167,48648868,475702,198
DNAJC15,ENSG00000120675,ENST00000379221,35,44,43597339,43683045,85707,198
KIF21A,ENSG00000139116,ENST00000361418,69,70,39688223,39836788,148566,196
DDHD1,ENSG00000100523,ENST00000323669,44,52,53510686,53619816,109131,196
CTBP1,ENSG00000159692,ENST00000290921,43,52,1205236,1242925,37690,196
APP,ENSG00000142192,ENST00000346798,70,80,27252861,27542972,290112,195
ST8SIA6,ENSG00000148488,ENST00000377602,17,46,17361873,17496329,134457,195
MAOB,ENSG00000069535,ENST00000378069,31,36,43625858,43741693,115836,195
VOPP1,ENSG00000154978,ENST00000285279,28,32,55538306,55640218,101913,195
DAP,ENSG00000112977,ENST00000230895,28,39,10679342,10761384,82043,195
LRFN2,ENSG00000156564,ENST00000338305,11,55,40359325,40555204,195880,193
ATP10D,ENSG00000145246,ENST00000273859,55,65,47487305,47595503,108199,193
TERT,ENSG00000164362,ENST00000310581,67,67,1253282,1295162,41881,193
ITPR1,ENSG00000150995,ENST00000302640,46,50,4535032,4889524,354493,192
SPTBN1,ENSG00000115306,ENST00000356805,51,62,54683422,54896812,213391,192
DMXL2,ENSG00000104093,ENST00000543779,50,56,51739985,51914832,174848,192
EXT2,ENSG00000151348,ENST00000395673,76,84,44117747,44266979,149233,192
KDM6A,ENSG00000147050,ENST00000377967,51,53,44732757,44971847,239091,191
GNG7,ENSG00000176533,ENST00000382159,14,33,2511217,2702707,191491,191
C20orf194,ENSG00000088854,ENST00000252032,51,58,3229951,3388272,158322,191
MIB1,ENSG00000101752,ENST00000261537,42,57,19321281,19450918,129638,191
