gene_name,gene_id_x,transcript_id,biotype,gene_id_y,exon_coverage,CDS_coverage
MYL6,ENSG00000092841,ENST00000550697,transcript,ENSG00000092841,31.48596964,31.70798502
MYBPC1,ENSG00000196091,ENST00000452455,transcript,ENSG00000196091,31.67518002,31.70799845
CENPF,ENSG00000117724,ENST00000366955,transcript,ENSG00000117724,31.39420119,31.70809189
HIST1H2AL,ENSG00000198374,ENST00000357320,transcript,ENSG00000198374,31.67288307,31.70813333
SLN,ENSG00000170290,ENST00000531293,transcript,ENSG00000170290,31.71385148,31.7082346
TIPIN,ENSG00000075131,ENST00000261881,transcript,ENSG00000075131,31.56353283,31.70843898
RARRES3,ENSG00000133321,ENST00000255688,transcript,ENSG00000133321,31.47601361,31.70851757
RAMP1,ENSG00000132329,ENST00000254661,transcript,ENSG00000132329,31.28199598,31.70863452
LAT,ENSG00000213658,ENST00000395461,transcript,ENSG00000213658,31.73270367,31.70870651
PRPH,ENSG00000135406,ENST00000257860,transcript,ENSG00000135406,31.66009339,31.70882044
TSEN2,ENSG00000154743,ENST00000284995,transcript,ENSG00000154743,31.86050218,31.70886613
RPAP3,ENSG00000005175,ENST00000005386,transcript,ENSG00000005175,31.49895972,31.70889393
TAF13,ENSG00000197780,ENST00000338366,transcript,ENSG00000197780,31.32341752,31.70895403
KRT23,ENSG00000108244,ENST00000209718,transcript,ENSG00000108244,31.69454128,31.70900807
CYP8B1,ENSG00000180432,ENST00000316161,transcript,ENSG00000180432,31.63688925,31.70919034
ZNF845,ENSG00000213799,ENST00000458035,transcript,ENSG00000213799,31.88033131,31.70919357
ZNF471,ENSG00000196263,ENST00000308031,transcript,ENSG00000196263,31.81361321,31.70927631
ZNF333,ENSG00000160961,ENST00000292530,transcript,ENSG00000160961,31.32254509,31.709495
MAP2,ENSG00000078018,ENST00000360351,transcript,ENSG00000078018,31.37228769,31.70960987
ASNS,ENSG00000070669,ENST00000175506,transcript,ENSG00000070669,31.7469904,31.71004193
LARP1,ENSG00000155506,ENST00000336314,transcript,ENSG00000155506,31.67590518,31.71004736
UTS2B,ENSG00000188958,ENST00000340524,transcript,ENSG00000188958,31.74295237,31.71018076
GLYAT,ENSG00000149124,ENST00000344743,transcript,ENSG00000149124,31.42777993,31.71018777
EGF,ENSG00000138798,ENST00000265171,transcript,ENSG00000138798,31.6314629,31.7102809
STIP1,ENSG00000168439,ENST00000305218,transcript,ENSG00000168439,31.6838868,31.71039266
FDPS,ENSG00000160752,ENST00000356657,transcript,ENSG00000160752,31.6120546,31.71041621
TTC26,ENSG00000105948,ENST00000464848,transcript,ENSG00000105948,31.58961258,31.71043772
PCSK6,ENSG00000140479,ENST00000348070,transcript,ENSG00000140479,32.25975068,31.71055015
DDX10,ENSG00000178105,ENST00000322536,transcript,ENSG00000178105,31.55870461,31.71070948
ZNF442,ENSG00000198342,ENST00000242804,transcript,ENSG00000198342,31.72836668,31.71085104
MFSD11,ENSG00000092931,ENST00000588460,transcript,ENSG00000092931,31.58631638,31.71110905
P2RX6,ENSG00000099957,ENST00000413302,transcript,ENSG00000099957,31.75808668,31.71113132
ZCWPW1,ENSG00000078487,ENST00000398027,transcript,ENSG00000078487,31.7361038,31.71117769
BRD7,ENSG00000166164,ENST00000394689,transcript,ENSG00000166164,31.62314643,31.71118672
PDK2,ENSG00000005882,ENST00000503176,transcript,ENSG00000005882,31.721838,31.71120599
RUVBL1,ENSG00000175792,ENST00000322623,transcript,ENSG00000175792,31.71903405,31.71131685
CPNE6,ENSG00000100884,ENST00000397016,transcript,ENSG00000100884,31.24530901,31.71153387
CYB5A,ENSG00000166347,ENST00000340533,transcript,ENSG00000166347,32.1500205,31.71166558
FBXO36,ENSG00000153832,ENST00000283946,transcript,ENSG00000153832,31.27835531,31.71200432
CHD6,ENSG00000124177,ENST00000373233,transcript,ENSG00000124177,31.57848059,31.71210089
DNAJB8,ENSG00000179407,ENST00000469083,transcript,ENSG00000179407,31.7612244,31.71220115
DPP3,ENSG00000254986,ENST00000360510,transcript,ENSG00000254986,31.72150584,31.71228407
FAM24B,ENSG00000213185,ENST00000368898,transcript,ENSG00000213185,32.3683212,31.71243879
TET2,ENSG00000168769,ENST00000540549,transcript,ENSG00000168769,31.21978343,31.71244546
GFOD1,ENSG00000145990,ENST00000379287,transcript,ENSG00000145990,31.00641212,31.71247166
CCDC24,ENSG00000159214,ENST00000372318,transcript,ENSG00000159214,32.19912613,31.71247489
USP6NL,ENSG00000148429,ENST00000277575,transcript,ENSG00000148429,31.690803,31.71255331
VWF,ENSG00000110799,ENST00000261405,transcript,ENSG00000110799,31.83406856,31.71259725
RNF17,ENSG00000132972,ENST00000255324,transcript,ENSG00000132972,31.70139535,31.71259754
USHBP1,ENSG00000130307,ENST00000252597,transcript,ENSG00000130307,31.615806,31.71267707
GPR126,ENSG00000112414,ENST00000367609,transcript,ENSG00000112414,31.66039994,31.71279673
SEPN1,ENSG00000162430,ENST00000361547,transcript,ENSG00000162430,31.781417,31.71280151
ABLIM3,ENSG00000173210,ENST00000506113,transcript,ENSG00000173210,31.93848862,31.71318562
RP11-796G6.2,ENSG00000258512,ENST00000556973,transcript,ENSG00000258512,30.91301746,31.71336152
NECAP1,ENSG00000089818,ENST00000339754,transcript,ENSG00000089818,31.72849577,31.71339417
PCDHAC2,ENSG00000243232,ENST00000289269,transcript,ENSG00000243232,31.84058855,31.71348196
BCAR1,ENSG00000050820,ENST00000418647,transcript,ENSG00000050820,31.42976703,31.71357218
ZBED2,ENSG00000177494,ENST00000317012,transcript,ENSG00000177494,31.12739492,31.7135948
POMT2,ENSG00000009830,ENST00000261534,transcript,ENSG00000009830,31.4557982,31.71362831
GGH,ENSG00000137563,ENST00000260118,transcript,ENSG00000137563,31.67338286,31.71380041
ROBO2,ENSG00000185008,ENST00000487694,transcript,ENSG00000185008,31.62122371,31.71384377
SPDYA,ENSG00000163806,ENST00000334056,transcript,ENSG00000163806,31.74003848,31.71390898
MXD3,ENSG00000213347,ENST00000439742,transcript,ENSG00000213347,31.58775902,31.71405037
RAB1B,ENSG00000174903,ENST00000311481,transcript,ENSG00000174903,31.6336708,31.71409852
SAMD11,ENSG00000187634,ENST00000342066,transcript,ENSG00000187634,31.2934729,31.71414524
PHLDB2,ENSG00000144824,ENST00000431670,transcript,ENSG00000144824,31.70210291,31.71420584
KIF3A,ENSG00000131437,ENST00000378746,transcript,ENSG00000131437,31.65618636,31.71424291
PAK7,ENSG00000101349,ENST00000378429,transcript,ENSG00000101349,31.51386216,31.71429767
POP4,ENSG00000105171,ENST00000585603,transcript,ENSG00000105171,32.16092054,31.71432986
KNTC1,ENSG00000184445,ENST00000333479,transcript,ENSG00000184445,31.58202444,31.7143405
SRRD,ENSG00000100104,ENST00000215917,transcript,ENSG00000100104,31.69002452,31.71441897
ECI2,ENSG00000198721,ENST00000380118,transcript,ENSG00000198721,31.62438905,31.71442947
NMNAT3,ENSG00000163864,ENST00000406164,transcript,ENSG00000163864,31.25421614,31.7144654
COL4A2,ENSG00000134871,ENST00000360467,transcript,ENSG00000134871,31.78712314,31.71450232
PLA2G4C,ENSG00000105499,ENST00000599111,transcript,ENSG00000105499,31.738537,31.71481301
SERINC3,ENSG00000132824,ENST00000342374,transcript,ENSG00000132824,31.73184618,31.71488007
GPR149,ENSG00000174948,ENST00000389740,transcript,ENSG00000174948,31.21441346,31.71488461
SPATA32,ENSG00000184361,ENST00000331780,transcript,ENSG00000184361,31.80546242,31.71494996
C19orf66,ENSG00000130813,ENST00000253110,transcript,ENSG00000130813,31.36676574,31.71500179
TFF2,ENSG00000160181,ENST00000291526,transcript,ENSG00000160181,31.60813998,31.71503966
EFCAB6,ENSG00000186976,ENST00000262726,transcript,ENSG00000186976,31.87024163,31.71514164
SLC9A5,ENSG00000135740,ENST00000299798,transcript,ENSG00000135740,31.93403052,31.71517827
BECN1,ENSG00000126581,ENST00000361523,transcript,ENSG00000126581,31.77577932,31.71519993
NTSR2,ENSG00000169006,ENST00000306928,transcript,ENSG00000169006,31.98181538,31.71526658
AGO1,ENSG00000092847,ENST00000373204,transcript,ENSG00000092847,31.63544646,31.71542405
EFTUD1,ENSG00000140598,ENST00000268206,transcript,ENSG00000140598,31.59366313,31.71547909
ZMIZ2,ENSG00000122515,ENST00000309315,transcript,ENSG00000122515,31.67855502,31.71566672
SBF2,ENSG00000133812,ENST00000256190,transcript,ENSG00000133812,31.58567006,31.71570917
GM2A,ENSG00000196743,ENST00000357164,transcript,ENSG00000196743,31.61950703,31.71599012
ESRRG,ENSG00000196482,ENST00000366937,transcript,ENSG00000196482,31.66619356,31.71611006
TYW3,ENSG00000162623,ENST00000370867,transcript,ENSG00000162623,31.5679664,31.71613186
SBDS,ENSG00000126524,ENST00000246868,transcript,ENSG00000126524,31.23256158,31.71613305
TMEM5,ENSG00000118600,ENST00000261234,transcript,ENSG00000118600,31.52906196,31.7163896
AGBL4,ENSG00000186094,ENST00000371839,transcript,ENSG00000186094,31.36364095,31.71648316
SLC16A13,ENSG00000174327,ENST00000308027,transcript,ENSG00000174327,31.63593554,31.71659325
C9orf41,ENSG00000156017,ENST00000376834,transcript,ENSG00000156017,31.22426183,31.71680632
TENM2,ENSG00000145934,ENST00000518659,transcript,ENSG00000145934,31.52078862,31.71684093
TMC5,ENSG00000103534,ENST00000396229,transcript,ENSG00000103534,31.70141344,31.71688552
TM9SF2,ENSG00000125304,ENST00000376387,transcript,ENSG00000125304,31.33720113,31.71696859
IQCF3,ENSG00000229972,ENST00000456080,transcript,ENSG00000229972,31.853984,31.71696984
PAK2,ENSG00000180370,ENST00000327134,transcript,ENSG00000180370,31.43384723,31.71701738
FER1L6,ENSG00000214814,ENST00000522917,transcript,ENSG00000214814,31.73780733,31.71737821
ARF3,ENSG00000134287,ENST00000256682,transcript,ENSG00000134287,31.623551,31.71747364
WRNIP1,ENSG00000124535,ENST00000380773,transcript,ENSG00000124535,31.84110106,31.71764512
LGALS8,ENSG00000116977,ENST00000526589,transcript,ENSG00000116977,31.89592957,31.71775263
DENND2C,ENSG00000175984,ENST00000393274,transcript,ENSG00000175984,31.47935659,31.71779755
HIPK1,ENSG00000163349,ENST00000369558,transcript,ENSG00000163349,31.62843029,31.71781416
TMEM44,ENSG00000145014,ENST00000392432,transcript,ENSG00000145014,31.77633089,31.71785684
FAM107B,ENSG00000065809,ENST00000181796,transcript,ENSG00000065809,31.20675973,31.71828934
IKBIP,ENSG00000166130,ENST00000299157,transcript,ENSG00000166130,31.6253904,31.7183031
DNAH6,ENSG00000115423,ENST00000389394,transcript,ENSG00000115423,31.68564936,31.71838545
RGSL1,ENSG00000121446,ENST00000294854,transcript,ENSG00000121446,31.59413827,31.71842794
KCND3,ENSG00000171385,ENST00000315987,transcript,ENSG00000171385,32.03067464,31.71875044
PRSS35,ENSG00000146250,ENST00000536636,transcript,ENSG00000146250,28.69707488,31.71883454
KRT12,ENSG00000187242,ENST00000251643,transcript,ENSG00000187242,31.85064157,31.71901443
LAMB4,ENSG00000091128,ENST00000388781,transcript,ENSG00000091128,31.65436703,31.71911915
RNFT2,ENSG00000135119,ENST00000257575,transcript,ENSG00000135119,31.34886965,31.7191517
TEC,ENSG00000135605,ENST00000381501,transcript,ENSG00000135605,31.51298227,31.7191667
SPEG,ENSG00000072195,ENST00000312358,transcript,ENSG00000072195,31.821405,31.71918111
MKL2,ENSG00000186260,ENST00000318282,transcript,ENSG00000186260,31.69404737,31.71923706
MPST,ENSG00000128309,ENST00000397129,transcript,ENSG00000128309,30.38313102,31.71936698
HOMEZ,ENSG00000215271,ENST00000357460,transcript,ENSG00000215271,31.40657426,31.71950092
DNAJB1,ENSG00000132002,ENST00000254322,transcript,ENSG00000132002,31.6589347,31.71959297
CAD,ENSG00000084774,ENST00000264705,transcript,ENSG00000084774,31.79361972,31.7196016
SLC30A3,ENSG00000115194,ENST00000233535,transcript,ENSG00000115194,31.56804815,31.71962454
EIF4EBP3,ENSG00000243056,ENST00000310331,transcript,ENSG00000243056,31.6300701,31.71965317
ZBTB44,ENSG00000196323,ENST00000525842,transcript,ENSG00000196323,31.25305448,31.71986262
RPL30,ENSG00000156482,ENST00000521291,transcript,ENSG00000156482,31.57995518,31.71986903
SLC38A1,ENSG00000111371,ENST00000398637,transcript,ENSG00000111371,31.75410088,31.72000707
PRCC,ENSG00000143294,ENST00000271526,transcript,ENSG00000143294,31.93157619,31.72001211
IGFL1,ENSG00000188293,ENST00000437936,transcript,ENSG00000188293,31.83722869,31.72002564
ADAMTS8,ENSG00000134917,ENST00000257359,transcript,ENSG00000134917,31.69322582,31.72010108
TICAM2,ENSG00000243414,ENST00000408996,transcript,ENSG00000243414,31.45339983,31.7201602
TMED7-TICAM2,ENSG00000251201,ENST00000282382,transcript,ENSG00000251201,31.53512539,31.7201602
POLG2,ENSG00000256525,ENST00000539111,transcript,ENSG00000256525,31.64350844,31.72022937
APMAP,ENSG00000101474,ENST00000217456,transcript,ENSG00000101474,31.71277152,31.72024006
MYLK,ENSG00000065534,ENST00000360304,transcript,ENSG00000065534,31.67182969,31.72026075
EHMT1,ENSG00000181090,ENST00000460843,transcript,ENSG00000181090,31.91860803,31.72027666
GPR83,ENSG00000123901,ENST00000243673,transcript,ENSG00000123901,31.42512475,31.72035303
JMJD1C,ENSG00000171988,ENST00000399262,transcript,ENSG00000171988,31.63168471,31.72037046
LRRC43,ENSG00000158113,ENST00000339777,transcript,ENSG00000158113,31.60498834,31.72038121
ALB,ENSG00000163631,ENST00000295897,transcript,ENSG00000163631,31.72324034,31.72039928
YARS2,ENSG00000139131,ENST00000324868,transcript,ENSG00000139131,31.52829309,31.72052278
PHLDA3,ENSG00000174307,ENST00000367311,transcript,ENSG00000174307,31.57934637,31.72054593
STOM,ENSG00000148175,ENST00000286713,transcript,ENSG00000148175,31.56250014,31.72083575
ABCA2,ENSG00000107331,ENST00000341511,transcript,ENSG00000107331,31.69252771,31.72092714
PLD5,ENSG00000180287,ENST00000536534,transcript,ENSG00000180287,31.64719385,31.72095345
PIK3CG,ENSG00000105851,ENST00000359195,transcript,ENSG00000105851,31.51231808,31.72101272
MS4A6A,ENSG00000110077,ENST00000412309,transcript,ENSG00000110077,31.69588843,31.72106955
TULP2,ENSG00000104804,ENST00000221399,transcript,ENSG00000104804,31.41519086,31.7212618
MRPL15,ENSG00000137547,ENST00000260102,transcript,ENSG00000137547,31.99453654,31.72128325
GPR155,ENSG00000163328,ENST00000392552,transcript,ENSG00000163328,31.48668175,31.72129735
IFT172,ENSG00000138002,ENST00000260570,transcript,ENSG00000138002,31.70679915,31.72140745
FBXO42,ENSG00000037637,ENST00000375592,transcript,ENSG00000037637,31.65584094,31.72157074
ZBTB43,ENSG00000169155,ENST00000373464,transcript,ENSG00000169155,31.38381217,31.72157671
RP11-351M8.1,ENSG00000259649,ENST00000560560,transcript,ENSG00000259649,31.78470844,31.72159867
C8orf76,ENSG00000189376,ENST00000276704,transcript,ENSG00000189376,31.23787191,31.721702
BICC1,ENSG00000122870,ENST00000373886,transcript,ENSG00000122870,31.68797025,31.72171358
C3orf49,ENSG00000163632,ENST00000295896,transcript,ENSG00000163632,31.84082839,31.72175057
CLDN1,ENSG00000163347,ENST00000295522,transcript,ENSG00000163347,32.13842393,31.72179798
ZNF667,ENSG00000198046,ENST00000504904,transcript,ENSG00000198046,31.65540196,31.72187541
CYP3A4,ENSG00000160868,ENST00000336411,transcript,ENSG00000160868,31.70895182,31.72195663
GRIP1,ENSG00000155974,ENST00000398016,transcript,ENSG00000155974,31.66941516,31.72199757
AC013449.1,ENSG00000268412,ENST00000599234,transcript,ENSG00000268412,31.69807353,31.72200494
OLFML1,ENSG00000183801,ENST00000329293,transcript,ENSG00000183801,31.90776915,31.72212555
SNRK,ENSG00000163788,ENST00000296088,transcript,ENSG00000163788,31.17699143,31.72218122
SACM1L,ENSG00000211456,ENST00000389061,transcript,ENSG00000211456,31.81171349,31.72223433
RP11-552I14.1,ENSG00000257860,ENST00000547418,transcript,ENSG00000257860,31.68565451,31.72235646
XPO4,ENSG00000132953,ENST00000255305,transcript,ENSG00000132953,31.59841102,31.72242321
ROBO4,ENSG00000154133,ENST00000306534,transcript,ENSG00000154133,31.76935285,31.72248999
PM20D2,ENSG00000146281,ENST00000275072,transcript,ENSG00000146281,31.50977213,31.72262452
HMGB2,ENSG00000164104,ENST00000296503,transcript,ENSG00000164104,31.57321466,31.72282541
LRRC6,ENSG00000129295,ENST00000250173,transcript,ENSG00000129295,31.8996127,31.72303685
CERKL,ENSG00000188452,ENST00000339098,transcript,ENSG00000188452,31.66921597,31.72315142
TESPA1,ENSG00000135426,ENST00000449076,transcript,ENSG00000135426,31.76498202,31.72320554
TUFT1,ENSG00000143367,ENST00000368849,transcript,ENSG00000143367,31.59654952,31.72344482
TEX38,ENSG00000186118,ENST00000334122,transcript,ENSG00000186118,31.53640647,31.72346221
RAB22A,ENSG00000124209,ENST00000244040,transcript,ENSG00000124209,31.4995952,31.7234808
NCOA2,ENSG00000140396,ENST00000452400,transcript,ENSG00000140396,31.6206124,31.72348589
FNDC1,ENSG00000164694,ENST00000297267,transcript,ENSG00000164694,31.69840157,31.72362868
SLC34A2,ENSG00000157765,ENST00000382051,transcript,ENSG00000157765,31.69864652,31.7236951
MYNN,ENSG00000085274,ENST00000349841,transcript,ENSG00000085274,31.70807014,31.72384392
R3HDML,ENSG00000101074,ENST00000217043,transcript,ENSG00000101074,31.66699877,31.7243984
CALR3,ENSG00000269058,ENST00000269881,transcript,ENSG00000269058,32.05072313,31.7244458
DAAM1,ENSG00000100592,ENST00000395125,transcript,ENSG00000100592,31.76268202,31.72468432
TPSG1,ENSG00000116176,ENST00000234798,transcript,ENSG00000116176,32.00355494,31.72471698
SMIM22,ENSG00000267795,ENST00000589327,transcript,ENSG00000267795,31.4329106,31.72480541
ZNF607,ENSG00000198182,ENST00000355202,transcript,ENSG00000198182,31.928729,31.72494626
EIF4ENIF1,ENSG00000184708,ENST00000397525,transcript,ENSG00000184708,31.67567816,31.72509463
PQLC1,ENSG00000122490,ENST00000397778,transcript,ENSG00000122490,31.47982643,31.72559298
TMEM99,ENSG00000167920,ENST00000301665,transcript,ENSG00000167920,31.74548893,31.72560408
CIT,ENSG00000122966,ENST00000392521,transcript,ENSG00000122966,31.75849665,31.72563616
FANCG,ENSG00000221829,ENST00000378643,transcript,ENSG00000221829,31.62711635,31.72569709
DDX59,ENSG00000118197,ENST00000331314,transcript,ENSG00000118197,31.55394905,31.72570612
ANKRD32,ENSG00000133302,ENST00000265140,transcript,ENSG00000133302,31.62943245,31.7257832
EXOC7,ENSG00000182473,ENST00000335146,transcript,ENSG00000182473,31.92833994,31.72579734
SREBF2,ENSG00000198911,ENST00000361204,transcript,ENSG00000198911,32.1083715,31.72601418
NDUFA4,ENSG00000189043,ENST00000339600,transcript,ENSG00000189043,31.70818476,31.72604391
ZNF626,ENSG00000188171,ENST00000601440,transcript,ENSG00000188171,31.64463562,31.72609556
ATPAF2,ENSG00000171953,ENST00000474627,transcript,ENSG00000171953,31.64406026,31.72650875
HAPLN1,ENSG00000145681,ENST00000274341,transcript,ENSG00000145681,31.65318862,31.7266025
MPHOSPH9,ENSG00000051825,ENST00000392425,transcript,ENSG00000051825,31.77937837,31.72660784
ZIM3,ENSG00000141946,ENST00000269834,transcript,ENSG00000141946,31.61243417,31.7267856
OXT,ENSG00000101405,ENST00000217386,transcript,ENSG00000101405,32.25766998,31.72680609
KLF10,ENSG00000155090,ENST00000285407,transcript,ENSG00000155090,30.74902949,31.72685553
ECT2L,ENSG00000203734,ENST00000423192,transcript,ENSG00000203734,31.22155822,31.72693092
GGN,ENSG00000179168,ENST00000334928,transcript,ENSG00000179168,31.83085386,31.72695616
CENPO,ENSG00000138092,ENST00000380834,transcript,ENSG00000138092,32.18677594,31.72722501
